text,label
"that‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham
", ow u dey.i paid 60,400thousad.i told  u would call . ",ham
i've been barred from all b and q stores for life!?this twat in orange dungerees came up to me and asked if i wanted decking? so i got the first punch in!!,ham
"my painful personal thought- ""i always try to keep everybody happy all the time. but nobody recognises me when i am alone""",ham
"happy or sad , one thing about past is- ""its no more"" good morning :-):-).",ham
heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams,ham
height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-),ham
but really quite funny lor wat... then u shd haf run shorter distance wat...,ham
"abeg, make profit. but its a start. are you using it to get sponsors for the next event?",ham
oh k k:)but he is not a big hitter.anyway good,ham
thanks for the vote. now sing along with the stars with karaoke on your mobile. for a free link just reply with sing now.,spam
sounds like a plan! cardiff is still here and still cold! i'm sitting on the radiator!,ham
"sure, i'll see if i can come by in a bit",ham
no my mum went 2 dentist.,ham
a lot of this sickness thing going round. take it easy. hope u feel better soon. lol,ham
wat's my dear doing? sleeping ah?,ham
whos this am in class:-),ham
no. it's not pride. i'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.,ham
not a drop in the tank,ham
hi where you. you in home or calicut?,ham
nice talking to you! please dont forget my pix :) i want to see all of you...,ham
"hey, can you tell me blake's address? carlos wanted me to meet him there but i got lost and he's not answering his phone",ham
printer is cool. i mean groovy. wine is groovying,ham
sorry da..today i wont come to play..i have driving clas..,ham
why de. you looking good only:-)..,ham
was actually about to send you a reminder today. have a wonderful weekend,ham
i'm done...,ham
he didn't see his shadow. we get an early spring yay,ham
going to take your babe out ?,ham
no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one...,ham
urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001295 from land line. claim a21. valid 12hrs only,spam
do you hide anythiing or keeping distance from me,ham
finished class where are you.,ham
"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
"spjanuary male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)",spam
"that's cool, i'll come by like  &lt;#&gt; ish",ham
"yeah, where's your class at?",ham
"sorry, it's a lot of friend-of-a-friend stuff, i'm just now about to talk to the actual guy who wants to buy",ham
si si. i think ill go make those oreo truffles.,ham
ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham
what should i eat fo lunch senor,ham
mind blastin.. no more tsunamis will occur from now on.. rajnikant stopped swimming in indian ocean..:-d,ham
hi mom we might be back later than  &lt;#&gt; ,ham
"response is one of d powerful weapon 2 occupy a place in others 'heart'... so, always give response 2 who cares 4 u""... gud night..swt dreams..take care",ham
"rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
i hope your pee burns tonite.,ham
fine am simply sitting.,ham
and pls pls drink plenty plenty water,ham
"there'll be a minor shindig at my place later tonight, you interested?",ham
then ur sis how?,ham
did u find out what time the bus is at coz i need to sort some stuff out.,ham
win a £200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 £1.50perweeksub.,spam
"this is the 2nd attempt to contract u, you have won this weeks top prize of either £1000 cash or £200 prize. just call 09066361921",spam
purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu,ham
"urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",spam
alright i have a new goal now,ham
went fast asleep dear.take care.,ham
pls dont restrict her from eating anythin she likes for the next two days.,ham
will be out of class in a few hours. sorry,ham
"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
i jokin oni lar.. ü busy then i wun disturb ü.,ham
dai  &lt;#&gt;  naal eruku.,ham
 and  picking them up from various points,ham
this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries@netvision.uk.com,spam
have you finished work yet? :),ham
you will be receiving this week's triple echo ringtone shortly. enjoy it!,spam
"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
huh but i cant go 2 ur house empty handed right?,ham
forgot to tell ü smth.. can ü like number the sections so that it's clearer..,ham
detroit. the home of snow. enjoy it.,ham
"k, wait chikku..il send aftr  &lt;#&gt; mins",ham
its a part of checking iq,ham
dude ive been seeing a lotta corvettes lately,ham
how tall are you princess?,ham
it's really getting me down just hanging around.,ham
these won't do. have to move on to morphine,ham
there's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. if i can raise the dough for it how soon after landing will it sell. holla back.,ham
am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham
carlos says he'll be at mu in  &lt;#&gt;  minutes,ham
"storming msg: wen u lift d phne, u say ""hello"" do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? ""margaret hello"" she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person, bt not his girlfrnd... g o o d n i g h t . . .@",ham
oh yeah clearly it's my fault,ham
hmmm.still we dont have opener?,ham
"awesome, i remember the last time we got somebody high for the first time with diesel :v",ham
k i'll take care of it,ham
dear are you angry i was busy dear,ham
"the world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham
k i'll be sure to get up before noon and see what's what,ham
i wil be there with in  &lt;#&gt;  minutes. got any space,ham
"aight i'll grab something to eat too, text me when you're back at mu",ham
"not that i know of, most people up here are still out of town",ham
i'm coming home 4 dinner.,ham
"hmmm ... and imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! are you sure your ready for that kind of life ?",ham
"kate jackson rec center before 7ish, right?",ham
i thk 50 shd be ok he said plus minus 10.. did ü leave a line in between paragraphs?,ham
thanks for picking up the trash.,ham
speak only when you feel your words are better than the silence... gud mrng:-),ham
sorry da. i gone mad so many pending works what to do.,ham
friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8,ham
how's it going? got any exciting karaoke type activities planned? i'm debating whether to play football this eve. feeling lazy though.,ham
love that holiday monday feeling even if i have to go to the dentists in an hour,ham
"aight, lemme know what's up",ham
"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, £1.50 to rcv",spam
"six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info",spam
he dint tell anything. he is angry on me that why you told to abi.,ham
but i'm really really broke oh. no amount is too small even  &lt;#&gt; ,ham
no let me do the math. your not good at it.,ham
ard 515 like dat. y?,ham
hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love pete x x x,ham
they r giving a second chance to rahul dengra.,ham
you are a winner u have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam
what * u wearing?,ham
"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl",ham
